QC-1,QC-2,QC-3,QC-4,QC-5,QC-6,QC-7,QC-8
35165,34240,31085,27326,30550,35662,34766,33906
451899,328169,437749,410157,336418,434437,395826,327441
614922,682962,638230,656288,714144,618138,641311,677689
31444,36006,22079,28829,33190,27702,27427,30750
478010,385209,288181,313547,276347,345196,311428,338456
292499,286971,234809,136109,176185,234162,209726,223997
215478,206444,203984,191043,198558,212926,189628,190658
3255576,3756841,3457227,3523456,3195900,2930867,3229871,3558852
32188,201470,72307,105745,117897,140722,223098,32835
497483,1467819,5383925,612817,502479,565210,505219,540189
625175,526542,411392,82981,92711,92798,90213,342127
261192,259374,176920,312689,250728,245900,230962,266474
1417795,1666763,1348181,1070515,1078105,1171385,1156810,1064915
433271,371469,420760,315406,376810,286787,601029,329189
57894,27038,32191,22349,17407,100455,14901,13106
275355,276384,162476,254462,238367,246239,228900,180041
1912876,1988324,1830214,1512466,1319101,1377587,1378580,1307166
151917,165551,162013,145400,138684,134212,128824,134953
23935018,22560679,17210427,19503348,17852382,15440849,14420850,15264715
1302264,853227,796160,706222,609441,361799,371538,409259
3660138,3170055,3710516,3374271,3629296,3444674,3306125,3768699
316964,536515,549737,566695,605307,513826,683179,342678
4521175,5179118,3866917,1371850,11630662,31889291,30920423,30235921
51950,63059,55522,55645,79477,52861,64830,53363
48276,57542,47268,67425,54774,62220,62550,51807
5470043,653004,22426654,4675138,494351,952393,37533024,11859605
163927,170646,148674,150513,172021,139844,165166,151653
62012,51919,53356,56998,58304,54333,50986,38518
408147,401683,426829,415989,433563,434619,412458,465205
13464375,10951752,10880647,10866790,8458120,5154619,4657610,4803382
99596,120166,116269,87078,77712,85902,78625,124128
141698,71904,81935,71660,72208,75321,59965,53285
58619,59856,53619,42705,42145,41157,43738,30114
2375755,2641151,2096498,2255690,1654533,1763447,1969283,2195395
424587743,628139127,167390486,25839708,221217617,872346978,875809043,583666343
2359575,2089506,1756783,1738062,1725015,1860819,1623188,1355241
2299877,4170385,1820446,3121901,3312237,2893635,3138521,2690778
1029839,899697,739779,724671,761287,682102,737694,602854
1390069,1322819,965835,997754,1100785,929359,1009220,819089
2539815,2306542,2760838,2009218,1858307,1571947,1700630,1721627
8423848,8073448,7767423,6655500,5654377,4538583,4444915,4122763
38061474,35350294,39562154,34765040,30574193,23252579,22790053,23459344
561688,486521,488074,287177,232199,371675,307615,132581
215143,209690,200897,189451,166169,164213,229107,187895
12541077,13615750,9218134,16457819,13181903,14498559,13698263,12625849
106824,87947,109186,63437,38119,75406,43440,42941
656295,376960,584106,936042,585050,286820,363999,228218
25831033,1298937,3712047,2117953,15794029,3228593,1814005,49026256
3832023,5083576,4446069,3955724,3429459,3410306,2191691,3552924
603005,242329,159432,180405,171283,191321,209451,284798
133859,95718,142966,222428,113614,256036,146446,153245
873259,728383,747693,939882,677010,549014,707978,470911
331650,245750,235445,222031,194745,192452,188132,220207
2543207,3103143,2331642,1775710,3798773,1745382,1798028,1899967
10121272,19795218,11496063,2521991,1367467,13026732,19263747,17419786
600944,353997,389365,429033,358787,193846,387352,129559
10354798,35560627,4312547,11211519,27563606,101417690,84715224,85737514
17692754,18203334,16693583,8176739,13762712,6720845,6830350,5374185
2295109,2575009,2666989,916605,261141,1213581,1837753,1743020
93221,95104,807428,76080,79486,69407,81561,821735
572059,603484,542452,646958,682930,468860,661684,540059
1496156,1577520,1485254,1584449,1750702,1300845,1731422,1296076
617920,454908,439552,601219,464286,428620,687807,690485
930665,1039586,1121456,1212998,1309336,975659,1381452,966082
27172532,23617777,26893964,24540117,20012512,15190683,14317694,14741239
63177970,49600241,58398808,51387083,45557976,30653999,28897146,27432141
5153687,3895866,4903272,4503397,3878568,4059849,3646998,3875706
84736,82739,88325,89668,83375,91633,88429,80105
70447,65558,60607,47981,44825,49559,50248,16651
153939,123700,77308,100194,85983,92432,76304,55083
3609393,3644574,3150820,3378227,3041492,7233762,2779148,2626740
5652114,4695389,21396002,17470309,6219447,15744437,16039668,4969755
2034268,278123,217033,2094973,267931,264814,304900,174589
196500,161272,2993614,187741,3077033,161100,167252,2272224
44920,45378,31455,31857,29393,27867,35539,19246
1345102,1270525,1205922,1554039,957621,517336,574850,527573
3551805,3374048,3137457,3233940,2756298,1568795,1501573,1550732
363145,240660,157076,299757,223191,228154,171162,223161
82521,203136,100869,105088,206123,58089,98394,139626
2722560,3677677,2090493,1282100,1620477,1913485,3389267,1040019
76666,61774,78393,84031,164224,128106,53355,101600
2612882,2879406,2336827,2610994,2766137,2421717,2846854,1969580
65062,74745,69763,68517,73239,72944,77999,62769
79548,102142,99293,95280,94571,72253,104978,82246
2399730,2471461,2285045,2194840,2523697,2026415,2520268,2075069
29751,29805,29796,29547,31780,31647,31350,31753
29299,36725,32694,30617,41357,45737,28514,28143
28672,30565,26372,26634,26422,23965,24848,22808
10597,9619,8960,7236,7832,9329,7704,6693
11629,11644,12117,6005,7354,10663,14248,11916
51713,54310,58749,50210,52562,53634,52857,49587
506997,551102,423317,617906,605240,524665,602866,623253
7967,9536,14655,17898,7080,16648,16032,8293
142154,183913,92506,64904,93512,71150,214710,160621
33729,32716,35255,35440,33452,33237,32871,35113
1290363,1206884,1589718,1701394,1166758,441529,509967,417091
144247,134319,133601,124708,133469,133829,138030,127020
15692,18628,10180,12171,9286,13514,16410,12063
10499,33390,25287,13360,18570,14198,22604,12833
781505,908094,782312,667304,493973,473910,771020,806693
48984,40806,40749,81881,67971,42662,38668,72864
385775,352206,256071,287973,266567,314895,302732,271256
7584902,4908114,11825627,12843788,11755575,1627544,4255675,5175143
288888,295426,319828,276741,253071,275122,301031,253135
1184719,1300013,1358014,1257033,1230880,700307,1389259,1391567
643864,566740,34508,138302,35039,116019,33158,106431
6493,13006,14917,10462,13065,12767,9143,7741
4805088,5306935,5200848,5653530,5698500,5343338,4903572,5202847
4204,1587,1721,2133,1903,979,2553,1909
105359,119903,98172,104332,110664,103803,104474,99977
135996,124067,123191,140810,141149,120905,146797,94653
672441,3208397,1578414,175762,720817,10337031,6843657,7808887
8150941,7981158,8018392,8313936,8492197,7886043,7937091,8294410
3676,2588,2908,1151,1557,1877,2269,1253
51950,63059,55522,69360,73758,52861,75462,60367
192488,166204,151540,174409,194499,162302,185232,91663
18107,21527,17621,17718,21819,17828,16497,15984
174998,212637,215956,188849,165434,172171,203441,169547
62124,56816,61616,47539,51151,53485,47405,55749
154134617,164695455,188537937,220239415,216764112,223172407,229192823,228739079
56455,57263,38276,6875,22144,30114,12565,13284
396287,385223,428142,384228,401676,351535,384145,371443
224755,222100,184331,123138,100518,113201,212335,113674
2074226,1917940,1861824,1860956,1716083,1801243,1814540,1854583
138104,144963,135735,140628,130424,141332,141858,150391
169008,174591,163970,143353,150716,147275,154845,157968
75247,83587,63153,57780,59527,76937,41374,64486
89511,32259,88626,94907,97538,48770,34278,50619
1384994,1462011,1479147,854176,820510,1292347,881998,1048941
2427522,1117661,2165077,2733490,892340,328987,162619,332930
1119640,1016435,946862,979338,1211352,802580,1090058,776741
9905526,4889192,10546965,5546410,10141268,9201315,9212447,8445784
2434096,2722643,2561319,2725559,752033,2429014,2268663,2199440
8448888,11467359,9585358,9017056,8765004,9296054,8638342,8424250
393603,513167,310917,469277,389115,382765,410120,306367
1496156,1577520,1485254,1584449,1750702,1300845,1731422,1296076
2180741,1043471,564013,492389,549526,735574,486696,387161
450270,453571,450538,408049,427608,436362,428618,443704
2951385,2992046,3186921,3029370,3128285,3194177,3176834,3208873
4374390,4454909,4637756,4349331,4475982,4297701,4603707,4264751
13708,6780,10947,10110,11533,12175,7688,11554
46984,48811,46542,52290,53396,52960,48637,47062
423727,106261,102778,111992,121475,100364,100516,110765
2667533,2458784,2512805,2347928,2485204,2566152,2443355,2578895
11486453,9228194,9171198,8253955,6346693,5950752,6104447,5726484
33556,38852,36400,36494,34223,59826,49342,33779
118152,51218,42985,53514,55275,40514,54875,43436
73713,38773,50649,55421,49994,58762,62726,52427
20047296,22057393,16386318,82977107,16134333,9291515,9004996,12059256
10068635,12070158,10391334,11448410,10698504,9631472,9397316,8923815
1278362,1403607,1840700,1737513,1397434,1680820,1726568,1521143
11183,14447,7975,10888,10139,7631,6485,6521
58637,72512,53713,77985,65852,71411,68647,35704
88436,80396,70221,95620,76757,80889,83195,45623
239153,261123,256576,277737,288670,275926,297539,243489
1139152,1182425,1248193,1187134,1204351,1239284,1185800,1260122
955335,825721,980248,554210,712782,644454,627244,743638
3132707,2691755,2616945,2367084,1870016,1592507,1875750,1680862
9782,11002,8710,8618,10520,9291,9240,9153
112319723,95504229,112132539,99625274,77982052,63748254,62822066,66363723
80021,111765,32959,132094,33466,110811,31670,101653
189674,117843,236036,172564,109643,110364,126438,235753
73305,79656,73209,76797,64857,71124,74906,70602
15751,15557,12453,14094,12641,15060,12542,10771
107528,105180,83939,113812,111347,98418,102349,87753
6670581,6781242,7273946,6940896,6477148,6359904,6307922,6359038
4002615,4181115,4172474,4372571,4518352,4231103,4318482,4464073
9768,15254,5019,6897,37090,12118,10944,5417
456388,5548560,6101264,5574089,285900,3773147,3563431,3672132
152732,974685,1012603,890594,1083125,1134414,612932,996551
60241,52796,57938,65582,51819,56425,79899,45202
105669,114493,232497,249480,278851,246272,265725,160526
12705310,2763694,3162197,3470570,10101024,7562215,6022045,5754489
15612,44177,18860,29652,23462,13801,14400,15950
89692,83270,75525,76621,79916,75509,74558,60160
2023742,2022810,2014939,2144846,2040842,2046341,2208242,1814418
50023,43016,37621,48352,40045,44446,62172,28176
1470033,1477461,1540502,1602759,1478540,1651085,1463483,1556912
449937,533795,426468,437110,485341,471361,405824,463903
80245848,70796926,71017686,65214588,52515591,48158193,48000292,47262684
1872056,2189393,2162111,1605094,1550249,1433270,1657038,1590192
83553,86534,77416,85244,89770,74079,90711,78435
2295683,2203098,2392025,2341360,2354819,2136158,2298580,2406548
3557343,3681793,3540052,4161713,4321435,4246873,3926885,4252727
9804554,11577079,10238607,10276950,9275469,9816561,6371500,8720319
1887969,1617385,1512761,1584449,1750702,1356086,1731422,1296076
11564146,13418990,12728942,11985556,11601638,10317655,9915048,9820128
14143895,439486,780729,425880,455780,529137,2108928,8500864
43012,30262,10383,32370,28823,37824,26406,17622
20011,33207,24921,3581,3647,8906,21460,15361
21331464,20619408,20928403,20112968,17508833,15381372,14665379,15615057
611893,633781,632740,527919,546919,509240,559167,525407
141717,131228,87901,119855,127043,98930,161446,131568
4195085,3560760,3437464,3142361,3052343,2963913,2979737,3045649
54646945,33815276,22410875,43250056,13603987,15542090,107903341,111155922
16075387,20398861,26764365,3802483,12319188,31249153,27766441,25792799
8810208,355177,373839,578286,2370030,304963,304315,7415750
85497758,95218663,136551696,51575156,10890269,83421839,390080525,368329545
128893,196795,158990,169851,101967,244831,111799,167500
321654,503818,13815403,7125316,3738250,1727456,11568226,9774019
4586022,4703369,3759541,3521666,2624672,1946551,1518355,1473909
4456694,2666942,7751393,814234,853806,3189796,15303104,17314244
313585,381371,385451,603183,280529,106948,142340,139214
13423951,13294662,12633301,12746869,11473647,10525695,10303185,10345673
182951,199371,183562,175103,167015,161630,155140,162522
252733,155392,146019,168509,138596,77221,164484,109825
118063,138660,158771,241955,218694,127411,152236,257059
954217,2325964,951505,2643862,1066596,2197999,825218,866419
8411569,7948806,6846094,6666738,7388077,6182406,7059131,5512646
456717,376960,584106,936042,585050,286820,363999,228218
546000,504381,457708,1493802,9308976,5560540,5364631,5632308
949888,231355,1117176,132563,980475,298645,1024238,1037110
64958,71707,56772,49064,30045,72761,44907,53344
289880,422150,588712,225819,149036,431621,414627,407258
173127,157644,145571,218945,162327,181043,187229,170670
55278,51130,53162,49458,53845,50646,55678,52243
107985,124792,88899,96752,76529,56865,76469,42957
115020,116393,105312,115942,110014,118063,108821,101385
73034,63118,77972,70117,63927,67183,66560,61304
84125,55915,47939,57568,53143,52876,47924,49737
61991,69119,67652,70747,71551,50299,69789,68205
141472,118330,50556,105870,158259,110937,105700,113457
34100,32406,34040,34724,33074,36376,36014,32173
8887,15876,9103,14264,15499,13665,15012,12598
95328,144816,117985,143465,102171,115963,112924,117137
46535,217287,35789,234021,165958,148016,47846,126654
21365,14639,26714,23500,18570,12151,27183,19951
99249,111248,145202,92794,81018,95191,67159,105949
1911661,1891537,1909764,1906042,2207579,1847841,2191777,1875888
26968,24465,24292,28976,18822,23989,29793,29340
935638,852630,1053420,1006957,892095,847473,889087,1064054
3969181,3935137,3769801,3812384,3720615,3893469,3852635,3819978
2581494,2360828,2028538,1694379,1363491,1360844,1380892,1119187
919360,1006178,954892,778262,873389,924031,996735,704857
46167,58857,44731,44666,43646,42949,48742,45026
806985,785025,750361,507419,481664,384046,619696,675766
6942189,337445,7035227,6688829,5985608,5368742,3691734,6307588
24875,25664,27471,26452,25798,25279,23733,28504
677603,542581,473741,462679,444813,286893,306316,389840
7916285,9432562,8767249,6525870,7435629,2244115,6006958,7636440
53660,50214,51238,50239,54617,53112,62219,34708
104600,104094,71452,118135,67506,80148,119036,75425
386284,338636,269220,228907,244565,236408,233337,196358
1155741,1252903,1195740,289836,1170770,1202924,1128982,1166699
235262,248935,229309,234299,227671,231819,252845,136955
366630,358761,337240,316011,325896,327186,333928,330497
19361,22895,12908,18257,18171,17844,14037,13486
14224,18379,15180,16870,17086,15135,16111,20298
677867,590478,578682,574523,590211,572208,620710,616942
29300,35414,32541,39303,39267,40241,41537,25949
7895979,7667171,7096435,6988265,7625773,6963962,7455034,6190082
62542303,54581721,48981717,47014332,37966341,31370008,29194843,29550489
52487,48982,53000,64286,73353,63064,66997,57801
237280,215437,220087,183380,207002,197681,211527,176939
442399,476588,388617,376445,412412,362794,409131,352636
1541101,3780687,3660581,1142085,956819,870344,1138163,936430
8752,20448,4469,3765,6408,11537,4807,4578
88039,87073,83444,90041,91880,90730,92170,92029
26784,27244,25583,29645,42142,25226,22940,37810
65333,73291,59870,64098,71195,59699,79770,42886
8422969,20734168,19175182,11742474,4429049,6512792,4104374,1025947
395486,237149,238275,332125,221160,237934,226011,338540
1087411,1029095,1002350,1013067,1099122,975682,1075103,906700
78748,253141,273710,320252,293826,317185,69104,331372
26202,24388,14088,19585,19472,18164,27021,18299
579804,594026,508606,543264,411042,394101,531544,501880
399849,415399,394418,465210,508514,440460,437644,354850
265126,257651,251400,255243,206139,269796,78272,280188
173549,147764,149946,128410,158273,156257,160452,145982
2482901,9413096,2601429,8993637,8040317,2039894,2057438,9028545
1542307,1417539,1459481,1269353,1218839,1247643,1240627,1270007
1566750,2364508,1005387,1641201,1707737,1553349,1748990,1780025
629885,534370,1112387,799046,147706,896898,819433,816152
1727918,1965201,2072688,1945228,2070050,1844963,1739012,2068530
346245,208773,310676,493062,237300,518528,498406,392901
148299,467166,665954,826110,815815,774887,799754,664656
34807,34947,39375,38905,32502,34136,36675,38882
140686,223400,317907,174566,143529,139991,148595,242011
417855,380544,359740,358024,340026,382000,376733,358306
11497,14159,11658,15815,10630,12359,14252,12384
27907,25465,25238,25612,18741,22724,23622,23619
12022,18020,15402,21883,15344,15404,14018,14193
2634004,2411575,2302001,2162559,1772932,1121702,1328487,1212548
9135452,8122467,10099189,8618210,7162795,4092324,7171650,8789179
2569656,3741597,3420710,3201922,3781224,3270003,3144544,3544200
16676,16303,18417,15605,11821,16536,14789,13719
8152,12841,11843,12364,18616,12771,13951,17795
6080521,6118345,6153763,5151175,5792221,5930180,5726913,5994747
1856246,1586182,1640750,1424014,1491781,1455204,1543431,1599844
275097,242479,389772,392708,395788,400480,392357,405253
28432,29564,31701,43800,39808,42563,49650,33886
504598,493885,421927,346785,338379,285288,124805,287278
7442349,8161057,7404808,6784195,3438137,5962975,3034188,6308555
4514382,2465427,4732630,3830421,3686763,3326864,2169956,2468267
32334,33967,33142,30941,31673,32148,39673,29858
8055977,6758465,6295425,5659276,6512880,6102726,6212648,6197827
354322,386454,382868,265346,257999,251490,294876,331119
379312,264238,279313,302338,216015,283025,225003,231702
37157,42848,41448,41084,38949,39889,39709,39908
20784,26369,19408,20517,26598,22441,25213,24981
477312,366822,418833,327397,343178,547243,222289,292245
1747396,1215207,1438151,1392698,1345581,1481913,1443487,1427808
110749,108210,107499,110292,108935,109009,118373,114531
29752,29322,30608,29302,28630,30711,28729,28298
29085,25338,25781,33744,34521,38415,34700,22604
22661,24890,20857,26746,13978,9875,24231,12580
30602,24575,30697,27299,29906,33048,31813,29320
33663,19147,25545,27144,31874,31991,31351,17736
95626,98083,82424,87438,88986,88757,85354,91038
88133,127653,80834,113966,95184,174448,117099,113803
241233,304571,276660,331545,324506,321001,307085,298335
46257,55981,47332,60375,56099,59583,62143,27079
320131,270872,275272,325246,263374,250457,271725,274280
65122,51487,55122,66906,63797,63124,79672,35183
598307,604237,599819,575120,574896,574591,584647,586636
254654,265329,246928,190883,132365,174368,220826,181757
37394,42993,39300,29208,38574,34027,29272,38508
1410285,1364523,1462638,1401679,1390685,1485713,1352879,1544002
70603,95618,94098,80836,87553,84884,88460,93475
2173573,2029864,2380937,1991647,2450576,2384408,2213731,2290104
825749,861032,835857,799158,793784,769686,795889,797529
277826,372630,203311,106589,151321,108756,133530,202194
397363,366558,267302,383492,280230,261899,229060,335804
2620650,2347769,2454943,2448837,2237798,2604808,2151129,2416536
167372,148864,167024,148604,134634,156454,163221,142016
27127,28497,29644,37743,27732,29117,28964,29003
257811,291249,241197,269400,297698,306681,274818,240749
1854429,3182345,1531832,2789535,3327026,1507555,2993500,1651011
162286,176601,165674,160539,153954,156205,156300,154242
13525,6565,11390,11128,5342,9955,9570,3827
163115,134220,141523,160339,172788,139249,158175,123263
15191,14591,11022,9475,9732,13087,10500,10074
62757,58029,51872,50950,57447,53091,52509,43681
80100,85617,75607,57599,59085,44701,67599,56384
56495,55818,39434,51263,57131,51223,57638,37954
1620128,1689585,1524556,1611252,1516599,1589145,1486727,1317806
59258,59205,47874,59690,53237,47388,52758,65712
24192,21322,19912,25302,24050,30189,27116,14806
99838,124564,134073,123018,141406,137849,130682,141947
277728,345220,278666,283324,297477,232702,281717,257505
62045,67775,79148,74665,68100,79755,81404,63582
32147,25217,34532,44498,33895,35967,35628,33208
61020,61239,60799,61550,57871,66745,58680,59918
1287034,1659759,1447233,1129399,1159356,1159020,1270305,1219901
1162202,1403508,1365530,1497875,1650750,1573672,1448674,1493389
221098,204978,213305,176992,204018,202265,197788,188577
196014,193632,177108,179269,183282,167925,196416,184630
151319,139239,134606,136672,122280,132838,123446,135513
61891,72630,83141,63269,66515,67148,73031,73843
29085,24322,21891,21763,24661,30075,29975,11758
80549,101691,111594,115018,115641,113949,123873,110755
112637,119152,133564,121827,135527,130666,130694,122161
94822,174089,231304,116078,286892,185937,220297,133018
658487,652867,379587,362956,411745,496691,368504,281245
212464,199134,64931,151612,38411,127184,36349,116673
2926750,2997888,3126629,3186590,2809545,2934656,2920299,2931270
1380002,1432637,1581932,1773050,1701208,1312930,1709078,1645591
278956,299000,240374,245434,188933,226779,84166,160979
6622,7126,5124,2961,3263,4569,5354,4672
1076847,1047703,1084652,1104020,1139705,1115686,1093783,1089913
841850,1444530,1924837,2669569,2599427,2714193,2741711,2911502
92478,57990,59356,47216,49312,52271,51836,47214
101921,145769,78627,70875,88614,69718,59146,55302
65071,104359,91891,171731,107484,112754,263015,114426
1625638,2091590,2146139,2081140,2050488,1745938,2024685,1796147
360846,312005,316257,328847,289727,350430,331640,325263
81177,82132,70878,63481,61296,63152,65321,63056
531411,527520,593911,541448,644077,533035,604338,568846
58930,202761,311245,100430,398292,294058,390031,349342
29767350,28024588,316328,340398,303482,399663,29775482,465807
21843,6081,15046,18651,6051,5714,12818,21617
15110,10606,16716,15674,9032,8297,8505,11180
402744,479276,416947,399174,423842,382614,421907,392440
26392,28203,19828,20541,21529,19935,17117,20768
25498,16414,12444,16069,14022,15500,14894,9282
13751388,14687430,10529303,7544870,14014341,7793574,5442819,8066211
99174,109287,81451,56082,70343,76637,60758,60384
2298,2834,2670,3663,3605,2461,3439,3964
74305,66142,60873,66388,59081,78427,57722,75966
564336,580822,725494,681397,742688,682437,714078,776234
152390,98711,166145,111705,97440,109374,134154,123355
626756,732674,628755,674393,616274,669896,667612,625033
25303902,25269107,40609509,96348330,22577661,5465500,6548070,5975604
61053,59974,55601,50783,50138,49030,42298,54399
55884,60990,60405,48472,58201,47867,53028,49809
123364,226255,408452,245859,240026,217593,172770,326341
860459,942870,890268,874489,906660,873130,826957,861868
30546,29171,27579,26797,25584,22442,26042,30135
5715,5248,5535,5213,4993,5373,5635,5237
307925,398644,397970,131870,327703,212150,203854,85846
38432,32670,36059,36770,35658,42316,39874,37874
35431,41720,56308,34111,35627,34926,44052,48269
90114,95497,78378,83503,73722,82037,92636,103550
43811,54472,60165,58553,60673,44763,61035,55452
452822,462720,518628,517230,387597,545313,590393,532414
340997,358037,335333,259580,281563,304438,257235,282965
157532,101538,103343,94658,106776,116861,92053,121084
254845,244330,264875,316459,293533,329349,271124,277918
318205,350796,371342,398468,423778,412663,477607,473619
92926,87948,74583,74755,85415,74443,88887,83109
60714,55650,52263,51296,49981,52024,61731,51100
235413,329968,400394,431246,494873,433139,524695,472961
526984,623167,643594,537808,673094,656266,492956,482929
64241,105681,106639,88883,113389,118847,132993,120884
14343,11439,13864,11143,12459,8932,11111,13507
23116813,21877501,22164470,22060458,22065444,18709672,19725612,20302595
1268940,1165841,1117668,1119085,1194879,1068997,1138558,1149056
118438,96256,104526,99094,105153,93039,100535,111664
551946,481136,636110,642316,368510,621110,352736,912189
29399,29806,28896,31504,32992,34977,33194,31216
21802,28315,26195,40932,28819,40750,36885,18893
231057,297647,314026,286032,317581,287923,262281,309722
56357,56814,58293,55969,58679,56376,58697,56124
129399,211833,108022,175398,178955,100499,193521,125430
74371,66610,73066,77685,60084,73660,51210,75570
516212,462847,433983,527242,409599,276116,266957,270782
16438,12278,15961,14617,14841,15764,7668,16416
9378,7662,9870,10162,11123,9336,13207,6286
52220,49568,49199,50813,47431,48454,58612,50117
78015,74778,72854,74571,79425,77328,78004,77935
367054,347618,386091,334721,327949,366836,365678,304857
79211,72824,91942,85748,80979,66871,79117,77631
278983,289642,242654,262499,257817,284572,284100,191584
33229,48099,35193,50869,50132,50879,44528,38993
493886,582322,360748,288943,505641,329506,528410,301507
192668,206154,190383,147052,162899,142985,168280,151008
151399,178114,147395,142210,148741,138374,163306,170018
193784,262693,236031,210260,204377,200509,220225,223557
12577,11284,11017,11478,11376,9810,10563,11149
29695,32656,16243,16898,35141,26607,36051,18630
15811,19922,14720,19376,19671,18907,20030,12878
35162,31105,26095,25416,26790,25131,25021,21572
1434645,1450242,1378100,1376382,1362064,1395798,1399582,1397147
33259,32989,33344,30774,40906,33306,38965,25119
791669,844505,880390,918592,790571,713334,864017,1034064
3117155,2534526,2599593,2460309,2069044,2297901,2116823,1863434
135996,124067,123191,140810,141149,120905,146797,94653
36808,41973,39203,41045,43354,36422,43562,49162
5683821,5601950,5737560,5434866,5090881,5461562,4243273,4944699
10256,8579,2769,3775,4457,2955,3350,3616
56468,60258,60366,53649,59500,53532,61521,57200
832653,911454,840038,905388,930183,940149,946566,758512
82202,73969,50038,41580,35977,41352,39105,38081
7545,9849,7345,8368,6950,4847,7744,4934
210058,220379,177213,91682,106906,41581,98669,91247
285651,359523,367442,338399,375759,313650,395433,333447
82998,101443,76517,82953,105292,56349,59203,56197
7278,7454,6954,7163,6707,7640,6516,6560
226508,275226,279521,244435,214128,222848,263323,234222
12762,11466,15120,18600,15383,4639,13387,9295
808864,449016,543090,506951,835691,586830,737035,538001
101721,147945,69194,207012,176117,113163,158124,215428
44847,43060,35820,43276,45943,42248,50527,48368
1344886,1323802,1395810,1054728,1312449,1079609,1157537,1118919
291444,569390,81756917,3273758,10944004,7479130,6909601,7397297
46437470,43530904,38361294,35689566,32193675,30569871,30543699,30809193
201336,197276,167151,184776,158869,172453,166195,175363
75623,71137,65919,64179,57860,67414,63760,57117
1226087,1367588,1109744,1342965,1537251,1284397,1486509,1108059
246958,252658,245977,221100,249438,230647,218890,238366
8985115,8477122,7063444,6354964,5177446,4940205,4873943,6051718
2713563,2644179,2340413,2690663,2945130,2304043,3071945,2353145
4316294,4676371,6970695,17677441,3950181,2152514,1834962,2752548
572059,603484,542452,646958,682930,468860,661684,540059
586313,642407,593137,609813,638941,582654,642620,516026
364806,504405,466297,511484,383676,364515,373819,317435
31560,43933,35458,37534,40562,40828,35118,31218
17539,24123,19925,18901,15106,18020,16689,15889
1028485,1087857,1009942,927150,928424,938732,981317,961785
25146,19831,21107,21347,19708,13821,17348,19634
1050758,749674,665966,493956,465614,359770,453738,480727
170380,149482,140935,136269,126802,197207,133772,135197
121629,116045,98923,104564,97029,100532,84365,105036
23217,17832,16557,20044,14445,18513,12989,26084
275415,101618,157540,96631,62396,109047,89978,188134
833148,1208860,624310,629685,925216,1214813,1050801,972923
919582,862417,913381,867919,952170,938043,868797,858365
1548287,1676738,1839918,1470021,1728142,1310801,1434543,1581708
31738,33047,27302,32480,36288,36191,37230,22573
7530,6841,6783,6555,7321,7463,7285,6281
142831,141345,154099,146508,133289,135671,141204,127781
18474,18643,14975,17496,14490,9022,6480,7838
61242,48574,47032,64262,83678,84407,68501,55390
6961,7444,6733,8338,6550,7260,9557,6244
213365,104488,54802,49601,79426,58998,52973,60111
8957,8872,10375,8959,8455,6650,11551,7366
642891,386969,353620,387793,324616,268848,268969,562405
363611,342165,381431,369201,340958,348552,344306,369783
30980,304612,697315,317178,368361,286430,353515,314221
282240,231069,243193,252694,254044,216284,226430,253962
1649285,1455399,1529009,1693467,1596823,1626030,1492705,1696688
61123,66356,53187,157497,105608,71525,118739,150508
1932760,2126176,2322480,1661346,1668806,1947530,1837243,1679715
